manifest_index,project_id,project,tool,repetition,execution_status,terminal,returncode,attempt,started_at,ended_at,error_class,error_excerpt,source_run_dir,reservation_depth,canonical_state_present
47,crust__kd3,kd3,crust,2,failed,True,1,1,2026-08-05T19:31:28.796430Z,2026-08-05T20:11:39.708790Z,max_repair_terminal,[codeweaver] project=crust__kd3 app_id=full-crust__kd3-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kd3/rep2/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kd3/rep2,2,True
48,crust__lambda-calculus-eval,lambda-calculus-eval,crust,0,running,False,,1,2026-08-05T20:11:39.715835Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lambda-calculus-eval/rep0,2,True
48,crust__lambda-calculus-eval,lambda-calculus-eval,crust,1,running,False,,1,2026-08-05T20:26:02.388687Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lambda-calculus-eval/rep1,2,True
48,crust__lambda-calculus-eval,lambda-calculus-eval,crust,2,running,False,,1,2026-08-05T20:36:46.574174Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lambda-calculus-eval/rep2,2,True
49,crust__leftpad,leftpad,crust,0,running,False,,1,2026-08-05T20:41:33.393548Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__leftpad/rep0,2,True
49,crust__leftpad,leftpad,crust,1,running,False,,1,2026-08-05T20:43:02.967622Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__leftpad/rep1,2,True
49,crust__leftpad,leftpad,crust,2,completed,True,0,1,2026-08-05T20:47:51.605203Z,2026-08-05T21:17:00.246952Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__leftpad/rep2,2,True
50,crust__lib2bit,lib2bit,crust,0,running,False,,1,2026-08-05T20:48:43.557955Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep0,2,True
50,crust__lib2bit,lib2bit,crust,1,running,False,,1,2026-08-05T21:10:05.232215Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep1,2,True
50,crust__lib2bit,lib2bit,crust,2,running,False,,1,2026-08-05T21:17:00.250904Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep2,2,True
51,crust__libbase122,libbase122,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbase122/rep0,2,True
51,crust__libbase122,libbase122,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbase122/rep1,2,True
51,crust__libbase122,libbase122,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbase122/rep2,2,True
52,crust__libbeaufort,libbeaufort,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbeaufort/rep0,2,True
52,crust__libbeaufort,libbeaufort,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbeaufort/rep1,2,True
52,crust__libbeaufort,libbeaufort,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbeaufort/rep2,2,True
53,crust__libfor,libfor,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libfor/rep0,2,True
53,crust__libfor,libfor,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libfor/rep1,2,True
53,crust__libfor,libfor,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libfor/rep2,2,True
54,crust__libm17,libm17,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libm17/rep0,2,True
54,crust__libm17,libm17,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libm17/rep1,2,True
54,crust__libm17,libm17,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libm17/rep2,2,True
55,crust__libpgn,libpgn,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep0,2,True
55,crust__libpgn,libpgn,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep1,2,True
55,crust__libpgn,libpgn,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep2,2,True
56,crust__libpsbt,libpsbt,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpsbt/rep0,2,True
56,crust__libpsbt,libpsbt,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpsbt/rep1,2,True
56,crust__libpsbt,libpsbt,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpsbt/rep2,2,True
57,crust__libqueue,libqueue,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libqueue/rep0,2,True
57,crust__libqueue,libqueue,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libqueue/rep1,2,True
57,crust__libqueue,libqueue,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libqueue/rep2,2,True
58,crust__libtinyfseq,libtinyfseq,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libtinyfseq/rep0,2,True
58,crust__libtinyfseq,libtinyfseq,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libtinyfseq/rep1,2,True
58,crust__libtinyfseq,libtinyfseq,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libtinyfseq/rep2,2,True
59,crust__libutf,libutf,crust,0,completed,True,0,1,2026-08-05T18:20:39.938914Z,2026-08-05T20:23:31.594110Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libutf/rep0,1,True
59,crust__libutf,libutf,crust,1,completed,True,0,1,2026-08-05T18:20:39.938532Z,2026-08-05T21:12:36.551041Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libutf/rep1,1,True
59,crust__libutf,libutf,crust,2,completed,True,0,1,2026-08-05T18:20:39.941646Z,2026-08-05T20:23:20.751648Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libutf/rep2,1,True
60,crust__libvcd,libvcd,crust,0,failed,True,1,1,2026-08-05T18:20:39.945236Z,2026-08-05T19:30:40.149663Z,max_repair_terminal,[codeweaver] project=crust__libvcd app_id=full-crust__libvcd-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep0/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep0,1,True
60,crust__libvcd,libvcd,crust,1,failed,True,1,1,2026-08-05T18:20:39.949135Z,2026-08-05T19:50:48.345117Z,max_repair_terminal,[codeweaver] project=crust__libvcd app_id=full-crust__libvcd-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep1/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep1,1,True
60,crust__libvcd,libvcd,crust,2,failed,True,1,1,2026-08-05T18:20:39.947279Z,2026-08-05T20:55:43.318722Z,max_repair_terminal,[codeweaver] project=crust__libvcd app_id=full-crust__libvcd-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep2/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep2,1,True
61,crust__libwecan,libwecan,crust,0,failed,True,1,1,2026-08-05T19:30:40.171377Z,2026-08-05T20:10:06.018227Z,max_repair_terminal,[codeweaver] project=crust__libwecan app_id=full-crust__libwecan-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep0/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep0,1,True
61,crust__libwecan,libwecan,crust,1,failed,True,1,1,2026-08-05T19:50:48.355868Z,2026-08-05T20:33:16.772258Z,max_repair_terminal,[codeweaver] project=crust__libwecan app_id=full-crust__libwecan-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep1/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep1,1,True
61,crust__libwecan,libwecan,crust,2,failed,True,1,1,2026-08-05T20:10:06.022229Z,2026-08-05T20:57:43.025995Z,max_repair_terminal,[codeweaver] project=crust__libwecan app_id=full-crust__libwecan-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep2/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep2,1,True
62,crust__linear-algebra-c,linear-algebra-c,crust,0,running,False,,1,2026-08-05T20:23:20.763117Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__linear-algebra-c/rep0,1,True
62,crust__linear-algebra-c,linear-algebra-c,crust,1,running,False,,1,2026-08-05T20:23:31.601341Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__linear-algebra-c/rep1,1,True
62,crust__linear-algebra-c,linear-algebra-c,crust,2,running,False,,1,2026-08-05T20:33:16.777646Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__linear-algebra-c/rep2,1,True
63,crust__ljmm,ljmm,crust,0,running,False,,1,2026-08-05T20:55:43.329925Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ljmm/rep0,1,True
63,crust__ljmm,ljmm,crust,1,running,False,,1,2026-08-05T20:57:43.032012Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ljmm/rep1,1,True
63,crust__ljmm,ljmm,crust,2,running,False,,1,2026-08-05T21:12:36.560986Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ljmm/rep2,1,True
64,crust__ltre,ltre,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep0,1,True
64,crust__ltre,ltre,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep1,1,True
64,crust__ltre,ltre,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ltre/rep2,1,True
65,crust__math-library-in-c,math-library-in-c,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__math-library-in-c/rep0,1,True
65,crust__math-library-in-c,math-library-in-c,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__math-library-in-c/rep1,1,True
65,crust__math-library-in-c,math-library-in-c,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__math-library-in-c/rep2,1,True
66,crust__matrix_multiplication,matrix_multiplication,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__matrix_multiplication/rep0,1,True
66,crust__matrix_multiplication,matrix_multiplication,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__matrix_multiplication/rep1,1,True
66,crust__matrix_multiplication,matrix_multiplication,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__matrix_multiplication/rep2,1,True
67,crust__mdb,mdb,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mdb/rep0,1,True
67,crust__mdb,mdb,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mdb/rep1,1,True
67,crust__mdb,mdb,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mdb/rep2,1,True
68,crust__megalania,megalania,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__megalania/rep0,1,True
68,crust__megalania,megalania,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__megalania/rep1,1,True
68,crust__megalania,megalania,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__megalania/rep2,1,True
69,crust__merkle-tree-c,merkle-tree-c,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__merkle-tree-c/rep0,1,True
69,crust__merkle-tree-c,merkle-tree-c,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__merkle-tree-c/rep1,1,True
69,crust__merkle-tree-c,merkle-tree-c,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__merkle-tree-c/rep2,1,True
70,crust__morton,morton,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep0,1,True
70,crust__morton,morton,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep1,1,True
70,crust__morton,morton,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__morton/rep2,1,True
71,crust__murmurhash_c,murmurhash_c,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__murmurhash_c/rep0,1,True
71,crust__murmurhash_c,murmurhash_c,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__murmurhash_c/rep1,1,True
71,crust__murmurhash_c,murmurhash_c,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__murmurhash_c/rep2,1,True
72,crust__mvptree,mvptree,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mvptree/rep0,1,True
72,crust__mvptree,mvptree,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mvptree/rep1,1,True
72,crust__mvptree,mvptree,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__mvptree/rep2,1,True
73,crust__nandc,nandc,crust,0,completed,True,0,1,2026-08-05T18:43:32.075834Z,2026-08-05T19:45:44.345781Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__nandc/rep0,2,True
73,crust__nandc,nandc,crust,1,completed,True,0,1,2026-08-05T18:43:32.076407Z,2026-08-05T19:35:41.304787Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__nandc/rep1,2,True
73,crust__nandc,nandc,crust,2,completed,True,0,1,2026-08-05T18:43:32.078020Z,2026-08-05T19:29:28.398792Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__nandc/rep2,2,True
74,crust__phills_dht,phills_dht,crust,0,completed,True,0,1,2026-08-05T18:43:32.080487Z,2026-08-05T19:39:00.358838Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__phills_dht/rep0,2,True
74,crust__phills_dht,phills_dht,crust,1,completed,True,0,1,2026-08-05T18:43:32.080896Z,2026-08-05T19:51:01.906781Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__phills_dht/rep1,2,True
74,crust__phills_dht,phills_dht,crust,2,completed,True,0,1,2026-08-05T18:43:32.082890Z,2026-08-05T19:43:07.615341Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__phills_dht/rep2,2,True
75,crust__quadtree,quadtree,crust,0,completed,True,0,1,2026-08-05T18:43:32.087151Z,2026-08-05T21:10:41.566953Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep0,2,True
75,crust__quadtree,quadtree,crust,1,running,False,,1,2026-08-05T18:43:32.086947Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep1,2,True
75,crust__quadtree,quadtree,crust,2,failed,True,1,1,2026-08-05T19:29:28.415455Z,2026-08-05T21:10:30.287532Z,max_repair_terminal,project=crust__quadtree app_id=full-crust__quadtree-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep2/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__quadtree/rep2,2,True
76,crust__razz_simulation,razz_simulation,crust,0,failed,True,1,1,2026-08-05T19:35:41.310940Z,2026-08-05T20:23:55.419264Z,max_repair_terminal,[codeweaver] project=crust__razz_simulation app_id=full-crust__razz_simulation-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep0/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep0,2,True
76,crust__razz_simulation,razz_simulation,crust,1,failed,True,1,1,2026-08-05T19:39:00.363210Z,2026-08-05T20:27:51.591934Z,max_repair_terminal,[codeweaver] project=crust__razz_simulation app_id=full-crust__razz_simulation-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep1/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep1,2,True
76,crust__razz_simulation,razz_simulation,crust,2,failed,True,1,1,2026-08-05T19:43:07.623590Z,2026-08-05T20:32:14.079431Z,max_repair_terminal,[codeweaver] project=crust__razz_simulation app_id=full-crust__razz_simulation-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep2/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__razz_simulation/rep2,2,True
77,crust__rbtree-lab,rbtree-lab,crust,0,completed,True,0,1,2026-08-05T19:45:44.349093Z,2026-08-05T21:01:25.338005Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rbtree-lab/rep0,2,True
77,crust__rbtree-lab,rbtree-lab,crust,1,completed,True,0,1,2026-08-05T19:51:01.910843Z,2026-08-05T21:07:12.979777Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rbtree-lab/rep1,2,True
77,crust__rbtree-lab,rbtree-lab,crust,2,running,False,,1,2026-08-05T20:23:55.423220Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rbtree-lab/rep2,2,True
78,crust__recordmanager,recordmanager,crust,0,running,False,,1,2026-08-05T20:27:51.595613Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__recordmanager/rep0,2,True
78,crust__recordmanager,recordmanager,crust,1,running,False,,1,2026-08-05T20:32:14.083484Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__recordmanager/rep1,2,True
78,crust__recordmanager,recordmanager,crust,2,running,False,,1,2026-08-05T21:01:25.342484Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__recordmanager/rep2,2,True
79,crust__rect_pack_h,rect_pack_h,crust,0,running,False,,1,2026-08-05T21:07:12.983822Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rect_pack_h/rep0,2,True
79,crust__rect_pack_h,rect_pack_h,crust,1,running,False,,1,2026-08-05T21:10:30.291331Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rect_pack_h/rep1,2,True
79,crust__rect_pack_h,rect_pack_h,crust,2,running,False,,1,2026-08-05T21:10:41.570707Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rect_pack_h/rep2,2,True
80,crust__remimu,remimu,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__remimu/rep0,2,True
80,crust__remimu,remimu,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__remimu/rep1,2,True
80,crust__remimu,remimu,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__remimu/rep2,2,True
81,crust__rhbloom,rhbloom,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep0,2,True
81,crust__rhbloom,rhbloom,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep1,2,True
81,crust__rhbloom,rhbloom,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rhbloom/rep2,2,True
82,crust__roaring-bitmap,roaring-bitmap,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__roaring-bitmap/rep0,2,True
82,crust__roaring-bitmap,roaring-bitmap,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__roaring-bitmap/rep1,2,True
82,crust__roaring-bitmap,roaring-bitmap,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__roaring-bitmap/rep2,2,True
83,crust__rubiksolver,rubiksolver,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rubiksolver/rep0,2,True
83,crust__rubiksolver,rubiksolver,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rubiksolver/rep1,2,True
83,crust__rubiksolver,rubiksolver,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__rubiksolver/rep2,2,True
84,crust__satc,satc,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep0,2,True
84,crust__satc,satc,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep1,2,True
84,crust__satc,satc,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__satc/rep2,2,True
85,crust__simple-config,simple-config,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-config/rep0,2,True
85,crust__simple-config,simple-config,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-config/rep1,2,True
85,crust__simple-config,simple-config,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-config/rep2,2,True
86,crust__simple-sparsehash,simple-sparsehash,crust,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-sparsehash/rep0,2,True
86,crust__simple-sparsehash,simple-sparsehash,crust,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-sparsehash/rep1,2,True
86,crust__simple-sparsehash,simple-sparsehash,crust,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-sparsehash/rep2,2,True
87,crust__simple_lang,simple_lang,crust,0,completed,True,0,1,2026-08-05T18:35:56.395438Z,2026-08-05T19:52:22.880244Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simple_lang/rep0,2,True
87,crust__simple_lang,simple_lang,crust,1,completed,True,0,1,2026-08-05T18:35:56.399155Z,2026-08-05T21:14:38.302713Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simple_lang/rep1,2,True
87,crust__simple_lang,simple_lang,crust,2,completed,True,0,1,2026-08-05T18:35:56.395643Z,2026-08-05T20:15:50.638692Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simple_lang/rep2,2,True
88,crust__simplexml,simplexml,crust,0,completed,True,0,1,2026-08-05T18:35:56.398731Z,2026-08-05T19:32:35.263184Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simplexml/rep0,2,True
88,crust__simplexml,simplexml,crust,1,completed,True,0,1,2026-08-05T18:35:56.397832Z,2026-08-05T19:34:12.659288Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simplexml/rep1,2,True
88,crust__simplexml,simplexml,crust,2,completed,True,0,1,2026-08-05T18:35:56.401119Z,2026-08-05T19:41:52.043166Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simplexml/rep2,2,True
89,crust__skp,skp,crust,0,running,False,,1,2026-08-05T18:35:56.418195Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__skp/rep0,2,True
89,crust__skp,skp,crust,1,running,False,,1,2026-08-05T18:35:56.404336Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__skp/rep1,2,True
89,crust__skp,skp,crust,2,running,False,,1,2026-08-05T18:35:56.436218Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__skp/rep2,2,True
90,crust__slothlang,slothlang,crust,0,running,False,,1,2026-08-05T18:35:56.451696Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep0,2,True
90,crust__slothlang,slothlang,crust,1,completed,True,0,1,2026-08-05T19:32:35.268731Z,2026-08-05T21:09:19.822787Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep1,2,True
90,crust__slothlang,slothlang,crust,2,failed,True,1,1,2026-08-05T19:34:12.663640Z,2026-08-05T20:39:48.455265Z,max_repair_terminal,[codeweaver] project=crust__slothlang app_id=full-crust__slothlang-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep2/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep2,2,True
91,crust__ted,ted,crust,0,failed,True,1,1,2026-08-05T19:41:52.047590Z,2026-08-05T20:27:50.512408Z,max_repair_terminal,[codeweaver] project=crust__ted app_id=full-crust__ted-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep0/pipeline/burr.db,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep0,2,True
91,crust__ted,ted,crust,1,running,False,,1,2026-08-05T19:52:22.883406Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep1,2,True
91,crust__ted,ted,crust,2,running,False,,1,2026-08-05T20:15:50.644043Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep2,2,True
92,crust__tisp,tisp,crust,0,running,False,,1,2026-08-05T20:27:50.515363Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep0,2,True
92,crust__tisp,tisp,crust,1,running,False,,1,2026-08-05T20:39:48.459531Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep1,2,True
92,crust__tisp,tisp,crust,2,running,False,,1,2026-08-05T21:09:19.828937Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep2,2,True
93,crust__totp,totp,crust,0,running,False,,1,2026-08-05T21:14:38.309613Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__totp/rep0,2,True
